lambda (nm)	A (1 drop)	A (4 drops)	A (6 drops)
815.549	0.053	0.068	0.059
815.723	0.053	0.068	0.059
815.897	0.053	0.068	0.059
816.071	0.053	0.068	0.059
816.245	0.053	0.068	0.059
816.419	0.053	0.068	0.059
816.592	0.053	0.068	0.059
816.766	0.053	0.068	0.059
816.94	0.053	0.068	0.059
817.114	0.053	0.068	0.059
817.288	0.053	0.068	0.059
817.462	0.053	0.068	0.059
817.636	0.053	0.068	0.059
817.809	0.053	0.068	0.059
817.983	0.053	0.068	0.059
818.157	0.053	0.068	0.059
818.331	0.053	0.068	0.059
818.505	0.053	0.068	0.059
818.679	0.053	0.068	0.059
818.853	0.053	0.068	0.059
819.027	0.053	0.068	0.059
819.2	0.053	0.068	0.059
819.374	0.053	0.068	0.059
819.548	0.053	0.068	0.06
819.722	0.053	0.068	0.06
819.896	0.053	0.068	0.06
820.07	0.053	0.068	0.06
820.244	0.053	0.068	0.06
820.417	0.053	0.068	0.06
820.591	0.053	0.068	0.06
820.765	0.053	0.068	0.06
820.939	0.053	0.068	0.059
821.113	0.053	0.068	0.059
821.287	0.053	0.068	0.059
821.461	0.053	0.068	0.059
821.635	0.053	0.068	0.059
821.809	0.053	0.068	0.059
821.982	0.053	0.068	0.059
822.156	0.053	0.068	0.059
822.33	0.053	0.068	0.059
822.504	0.053	0.068	0.059
822.678	0.053	0.068	0.059
822.852	0.053	0.068	0.059
823.026	0.053	0.068	0.059
823.2	0.053	0.068	0.059
823.374	0.053	0.068	0.059
823.547	0.053	0.068	0.059
823.721	0.053	0.068	0.059
823.895	0.053	0.068	0.059
824.069	0.053	0.068	0.059
824.243	0.053	0.068	0.059
824.417	0.053	0.069	0.059
824.591	0.053	0.069	0.059
824.765	0.053	0.068	0.059
824.939	0.053	0.068	0.059
825.113	0.053	0.068	0.059
825.286	0.053	0.068	0.059
825.46	0.053	0.068	0.059
825.634	0.053	0.068	0.059
825.808	0.053	0.068	0.059
825.982	0.053	0.068	0.058
826.156	0.053	0.068	0.058
826.33	0.053	0.069	0.058
826.504	0.053	0.069	0.058
826.678	0.053	0.069	0.058
826.852	0.053	0.069	0.059
827.026	0.053	0.069	0.059
827.199	0.053	0.069	0.059
827.373	0.053	0.069	0.059
827.547	0.053	0.069	0.059
827.721	0.053	0.069	0.059
827.895	0.053	0.069	0.059
828.069	0.053	0.069	0.059
828.243	0.053	0.069	0.059
828.417	0.053	0.069	0.059
828.591	0.053	0.069	0.059
828.765	0.053	0.069	0.059
828.939	0.053	0.069	0.059
829.113	0.053	0.069	0.059
829.286	0.053	0.069	0.059
829.46	0.053	0.068	0.059
829.634	0.053	0.068	0.059
829.808	0.053	0.068	0.059
829.982	0.053	0.068	0.059
830.156	0.053	0.068	0.059
830.33	0.053	0.068	0.059
830.504	0.053	0.068	0.059
830.678	0.053	0.068	0.059
830.852	0.053	0.068	0.059
831.026	0.053	0.068	0.059
831.2	0.053	0.068	0.059
831.374	0.053	0.068	0.059
831.548	0.052	0.068	0.059
831.722	0.052	0.068	0.059
831.895	0.052	0.068	0.059
832.069	0.052	0.068	0.059
832.243	0.052	0.068	0.059
832.417	0.052	0.068	0.059
832.591	0.052	0.068	0.059
832.765	0.052	0.068	0.059
832.939	0.052	0.068	0.059
833.113	0.052	0.068	0.059
833.287	0.052	0.068	0.059
833.461	0.052	0.068	0.059
833.635	0.052	0.068	0.059
833.809	0.052	0.068	0.059
833.983	0.052	0.068	0.059
834.157	0.052	0.068	0.059
834.331	0.052	0.068	0.059
834.505	0.052	0.068	0.059
834.679	0.052	0.068	0.059
834.853	0.052	0.068	0.059
835.027	0.052	0.068	0.059
835.201	0.052	0.068	0.059
835.375	0.052	0.068	0.059
835.548	0.052	0.068	0.059
835.722	0.052	0.068	0.059
835.896	0.052	0.068	0.059
836.07	0.052	0.068	0.059
836.244	0.052	0.068	0.059
836.418	0.052	0.068	0.059
836.592	0.052	0.068	0.059
836.766	0.052	0.068	0.059
836.94	0.052	0.068	0.059
837.114	0.052	0.068	0.059
837.288	0.052	0.069	0.059
837.462	0.052	0.069	0.059
837.636	0.052	0.069	0.059
837.81	0.052	0.069	0.059
837.984	0.052	0.069	0.059
838.158	0.052	0.069	0.059
838.332	0.052	0.069	0.059
838.506	0.052	0.069	0.059
838.68	0.052	0.069	0.059
838.854	0.052	0.069	0.059
839.028	0.052	0.069	0.059
839.202	0.052	0.069	0.059
839.376	0.053	0.069	0.059
839.55	0.053	0.069	0.059
839.724	0.053	0.069	0.059
839.898	0.052	0.069	0.059
840.072	0.052	0.069	0.059
840.246	0.052	0.069	0.059
840.42	0.052	0.068	0.059
840.594	0.052	0.068	0.059
840.768	0.052	0.068	0.059
840.942	0.052	0.068	0.058
841.116	0.052	0.068	0.058
841.29	0.052	0.068	0.058
841.464	0.052	0.068	0.058
841.638	0.052	0.068	0.058
841.812	0.052	0.068	0.058
841.986	0.052	0.068	0.058
842.16	0.052	0.068	0.058
842.334	0.052	0.068	0.059
842.508	0.052	0.068	0.059
842.682	0.051	0.068	0.059
842.856	0.052	0.068	0.059
843.03	0.052	0.068	0.059
843.204	0.052	0.068	0.06
843.378	0.052	0.068	0.06
843.552	0.052	0.068	0.06
843.726	0.052	0.068	0.06
843.9	0.052	0.068	0.06
844.074	0.052	0.068	0.06
844.248	0.052	0.068	0.06
844.422	0.052	0.068	0.06
844.596	0.052	0.068	0.06
844.77	0.052	0.068	0.06
844.944	0.052	0.068	0.06
845.118	0.052	0.068	0.06
845.292	0.052	0.068	0.06
845.466	0.052	0.068	0.06
845.64	0.052	0.068	0.06
845.814	0.052	0.068	0.06
845.988	0.052	0.069	0.06
846.162	0.052	0.069	0.06
846.336	0.052	0.069	0.059
846.51	0.052	0.069	0.059
846.684	0.052	0.069	0.059
846.858	0.052	0.069	0.059
847.032	0.052	0.069	0.059
847.206	0.052	0.069	0.059
847.38	0.052	0.069	0.059
847.554	0.052	0.069	0.059
847.728	0.052	0.069	0.059
847.902	0.052	0.069	0.059
848.076	0.052	0.069	0.059
848.25	0.052	0.069	0.059
848.425	0.052	0.069	0.059
848.599	0.052	0.069	0.059
848.773	0.052	0.069	0.059
848.947	0.052	0.069	0.059
849.121	0.052	0.069	0.059
849.295	0.052	0.069	0.059
849.469	0.052	0.069	0.059
849.643	0.052	0.069	0.059
849.817	0.052	0.069	0.059
849.991	0.052	0.069	0.058
850.165	0.052	0.069	0.058
850.339	0.052	0.069	0.058
850.513	0.052	0.068	0.058
850.687	0.052	0.068	0.059
850.861	0.052	0.068	0.059
851.035	0.052	0.068	0.059
851.209	0.051	0.068	0.059
851.383	0.051	0.068	0.059
851.557	0.051	0.068	0.059
851.731	0.051	0.068	0.059
851.905	0.051	0.068	0.059
852.08	0.051	0.068	0.059
852.254	0.051	0.068	0.059
852.428	0.051	0.068	0.06
852.602	0.051	0.068	0.06
852.776	0.051	0.068	0.06
852.95	0.051	0.068	0.06
853.124	0.051	0.068	0.06
853.298	0.051	0.068	0.061
853.472	0.051	0.068	0.061
853.646	0.052	0.068	0.061
853.82	0.052	0.068	0.061
853.994	0.052	0.068	0.061
854.168	0.052	0.069	0.061
854.342	0.052	0.069	0.061
854.516	0.052	0.069	0.061
854.69	0.052	0.069	0.061
854.865	0.052	0.069	0.061
855.039	0.052	0.069	0.061
855.213	0.052	0.069	0.06
855.387	0.052	0.069	0.06
855.561	0.052	0.069	0.06
855.735	0.052	0.069	0.06
855.909	0.052	0.069	0.06
856.083	0.052	0.069	0.059
856.257	0.052	0.069	0.059
856.431	0.052	0.069	0.059
856.605	0.052	0.069	0.059
856.779	0.052	0.069	0.059
856.954	0.052	0.069	0.059
857.128	0.052	0.068	0.059
857.302	0.052	0.068	0.059
857.476	0.052	0.068	0.059
857.65	0.051	0.068	0.059
857.824	0.051	0.068	0.059
857.998	0.051	0.068	0.059
858.172	0.051	0.068	0.059
858.346	0.051	0.068	0.059
858.52	0.051	0.068	0.059
858.694	0.051	0.068	0.059
858.869	0.051	0.067	0.059
859.043	0.051	0.067	0.06
859.217	0.051	0.068	0.06
859.391	0.051	0.068	0.06
859.565	0.051	0.068	0.06
859.739	0.051	0.068	0.06
859.913	0.051	0.068	0.061
860.087	0.051	0.068	0.061
860.261	0.051	0.068	0.061
860.435	0.051	0.068	0.061
860.61	0.051	0.068	0.061
860.784	0.051	0.068	0.061
860.958	0.051	0.068	0.061
861.132	0.051	0.068	0.061
861.306	0.051	0.068	0.06
861.48	0.051	0.069	0.06
861.654	0.052	0.069	0.06
861.828	0.052	0.069	0.06
862.002	0.052	0.069	0.06
862.177	0.052	0.069	0.06
862.351	0.052	0.069	0.06
862.525	0.052	0.069	0.06
862.699	0.052	0.069	0.06
862.873	0.052	0.069	0.059
863.047	0.052	0.068	0.059
863.221	0.052	0.069	0.059
863.395	0.052	0.069	0.06
863.57	0.052	0.068	0.06
863.744	0.052	0.068	0.06
863.918	0.052	0.068	0.06
864.092	0.052	0.068	0.06
864.266	0.051	0.068	0.06
864.44	0.051	0.068	0.06
864.614	0.051	0.068	0.06
864.788	0.051	0.068	0.06
864.963	0.051	0.068	0.06
865.137	0.051	0.068	0.06
865.311	0.051	0.068	0.06
865.485	0.051	0.068	0.061
865.659	0.051	0.068	0.061
865.833	0.051	0.068	0.061
866.007	0.052	0.068	0.061
866.181	0.051	0.068	0.061
866.356	0.051	0.068	0.061
866.53	0.051	0.069	0.061
866.704	0.051	0.069	0.061
866.878	0.051	0.069	0.061
867.052	0.051	0.069	0.06
867.226	0.051	0.069	0.06
867.4	0.052	0.069	0.06
867.575	0.052	0.069	0.06
867.749	0.052	0.069	0.06
867.923	0.052	0.069	0.06
868.097	0.051	0.069	0.06
868.271	0.051	0.069	0.059
868.445	0.051	0.069	0.059
868.62	0.051	0.068	0.059
868.794	0.051	0.068	0.059
868.968	0.051	0.068	0.059
869.142	0.051	0.068	0.059
869.316	0.051	0.068	0.059
869.49	0.051	0.067	0.059
869.664	0.051	0.067	0.06
869.839	0.051	0.067	0.06
870.013	0.051	0.067	0.06
870.187	0.051	0.067	0.06
870.361	0.05	0.067	0.06
870.535	0.051	0.067	0.06
870.709	0.051	0.068	0.061
870.884	0.051	0.068	0.061
871.058	0.051	0.068	0.061
871.232	0.051	0.068	0.061
871.406	0.051	0.068	0.061
871.58	0.051	0.068	0.061
871.754	0.052	0.069	0.061
871.929	0.052	0.069	0.061
872.103	0.052	0.069	0.061
872.277	0.052	0.069	0.061
872.451	0.052	0.069	0.061
872.625	0.052	0.069	0.061
872.799	0.051	0.069	0.061
872.974	0.051	0.068	0.06
873.148	0.051	0.068	0.06
873.322	0.051	0.068	0.06
873.496	0.051	0.068	0.06
873.67	0.051	0.068	0.06
873.845	0.051	0.068	0.06
874.019	0.05	0.067	0.06
874.193	0.05	0.067	0.06
874.367	0.05	0.067	0.061
874.541	0.05	0.067	0.061
874.715	0.05	0.067	0.061
874.89	0.05	0.067	0.061
875.064	0.05	0.067	0.061
875.238	0.05	0.067	0.062
875.412	0.05	0.068	0.062
875.586	0.05	0.068	0.062
875.761	0.051	0.068	0.062
875.935	0.051	0.068	0.062
876.109	0.051	0.068	0.062
876.283	0.051	0.069	0.062
876.457	0.051	0.068	0.061
876.632	0.051	0.068	0.061
876.806	0.051	0.068	0.061
876.98	0.051	0.068	0.061
877.154	0.051	0.068	0.061
877.328	0.051	0.068	0.061
877.503	0.051	0.068	0.061
877.677	0.051	0.068	0.061
877.851	0.05	0.068	0.061
878.025	0.05	0.068	0.061
878.199	0.05	0.067	0.061
878.374	0.05	0.067	0.061
878.548	0.05	0.067	0.061
878.722	0.05	0.067	0.061
878.896	0.05	0.067	0.061
879.07	0.05	0.067	0.061
879.245	0.05	0.067	0.062
879.419	0.05	0.067	0.062
879.593	0.05	0.067	0.062
879.767	0.05	0.067	0.062
879.942	0.05	0.068	0.062
880.116	0.05	0.068	0.062
880.29	0.051	0.068	0.062
880.464	0.051	0.068	0.062
880.638	0.051	0.068	0.062
880.813	0.051	0.068	0.062
880.987	0.051	0.068	0.062
881.161	0.051	0.068	0.062
881.335	0.052	0.068	0.062
881.51	0.052	0.068	0.062
881.684	0.052	0.068	0.062
881.858	0.052	0.068	0.062
882.032	0.052	0.068	0.062
882.206	0.052	0.068	0.062
882.381	0.051	0.068	0.062
882.555	0.051	0.068	0.062
882.729	0.051	0.067	0.062
882.903	0.051	0.068	0.062
883.078	0.051	0.068	0.062
883.252	0.051	0.067	0.062
883.426	0.051	0.067	0.062
883.6	0.05	0.067	0.062
883.775	0.05	0.067	0.062
883.949	0.05	0.067	0.062
884.123	0.05	0.067	0.062
884.297	0.051	0.067	0.062
884.472	0.051	0.068	0.062
884.646	0.051	0.067	0.062
884.82	0.051	0.067	0.062
884.994	0.051	0.067	0.061
885.169	0.051	0.067	0.061
885.343	0.051	0.067	0.061
885.517	0.051	0.067	0.061
885.691	0.051	0.067	0.061
885.866	0.051	0.067	0.061
886.04	0.05	0.067	0.061
886.214	0.05	0.067	0.061
886.388	0.05	0.067	0.061
886.563	0.05	0.067	0.061
886.737	0.05	0.067	0.061
886.911	0.05	0.067	0.061
887.085	0.05	0.067	0.061
887.26	0.05	0.067	0.062
887.434	0.05	0.067	0.062
887.608	0.051	0.068	0.062
887.782	0.051	0.068	0.062
887.957	0.051	0.068	0.062
888.131	0.051	0.068	0.062
888.305	0.051	0.069	0.062
888.479	0.051	0.069	0.062
888.654	0.051	0.069	0.062
888.828	0.051	0.069	0.062
889.002	0.051	0.069	0.062
889.177	0.051	0.068	0.062
889.351	0.051	0.068	0.062
889.525	0.051	0.068	0.062
889.699	0.051	0.068	0.062
889.874	0.051	0.068	0.062
890.048	0.051	0.068	0.062
890.222	0.05	0.068	0.062
890.396	0.05	0.067	0.062
890.571	0.05	0.067	0.062
890.745	0.05	0.067	0.063
890.919	0.05	0.067	0.063
891.094	0.05	0.067	0.063
891.268	0.05	0.067	0.063
891.442	0.05	0.067	0.063
891.616	0.051	0.067	0.063
891.791	0.051	0.068	0.063
891.965	0.051	0.068	0.063
892.139	0.051	0.068	0.063
892.314	0.051	0.068	0.063
892.488	0.051	0.068	0.063
892.662	0.051	0.068	0.063
892.836	0.051	0.068	0.063
893.011	0.051	0.068	0.063
893.185	0.051	0.068	0.063
893.359	0.051	0.068	0.063
893.534	0.051	0.068	0.063
893.708	0.051	0.067	0.063
893.882	0.051	0.067	0.063
894.056	0.051	0.067	0.063
894.231	0.051	0.067	0.063
894.405	0.051	0.067	0.063
894.579	0.05	0.067	0.063
894.754	0.05	0.067	0.063
894.928	0.051	0.067	0.063
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
0	2.5	2.5	2.5
